"Accepted_name_species","Native_status","Island","Presence_Absence"
"Cestrum_aurantiacum","exotic","Ka",0
"Cestrum_diurnum","exotic","Ka",0
"Cestrum_nocturnum","exotic","Ka",0
"Chamaecrista_nictitans","exotic","Ka",1
"Charpentiera_densiflora","native","Ka",0
"Charpentiera_elliptica","native","Ka",0
"Charpentiera_obovata","native","Ka",0
"Charpentiera_ovata","native","Ka",0
"Charpentiera_tomentosa","native","Ka",0
"Cheirodendron_dominii","native","Ka",0
"Cheirodendron_fauriei","native","Ka",0
"Cheirodendron_forbesii","native","Ka",0
"Cheirodendron_platyphyllum","native","Ka",0
"Cheirodendron_trigynum","native","Ka",0
"Chenopodium_oahuense","native","Ka",1
"Chromolaena_odorata","exotic","Ka",0
"Chrysobalanus_icaco","exotic","Ka",0
"Chrysophyllum_oliviforme","exotic","Ka",0
"Cinchona_pubescens","exotic","Ka",0
"Cinnamomum_burmanni","exotic","Ka",0
"Cinnamomum_camphora","exotic","Ka",0
"Cinnamomum_verum","exotic","Ka",0
"Cissus_alata","exotic","Ka",0
"Cissus_nodosa","exotic","Ka",0
"Cissus_rotundifolia","exotic","Ka",0
"Cissus_verticillata","exotic","Ka",0
"Citharexylum_caudatum","exotic","Ka",0
"Citharexylum_spinosum","exotic","Ka",0
"Claoxylon_sandwicense","native","Ka",0
"Clermontia_arborescens","native","Ka",0
"Clermontia_calophylla","native","Ka",0
"Clermontia_clermontioides","native","Ka",0
"Clermontia_drepanomorpha","native","Ka",0
"Clermontia_fauriei","native","Ka",0
"Clermontia_grandiflora","native","Ka",0
"Clermontia_hawaiiensis","native","Ka",0
"Clermontia_kakeana","native","Ka",0
"Clermontia_kohalae","native","Ka",0
"Clermontia_lindseyana","native","Ka",0
"Clermontia_micrantha","native","Ka",0
"Clermontia_montis-loa","native","Ka",0
"Clermontia_multiflora","native","Ka",0
"Clermontia_oblongifolia","native","Ka",0
"Clermontia_pallida","native","Ka",0
"Clermontia_parviflora","native","Ka",0
"Clermontia_peleana","native","Ka",0
"Clermontia_persicifolia","native","Ka",0
"Clermontia_pyrularia","native","Ka",0
"Clermontia_samuelii","native","Ka",0
"Clermontia_tuberculata","native","Ka",0
"Clermontia_waimeae","native","Ka",0
"Clerodendrum_buchananii","exotic","Ka",0
"Clerodendrum_chinense","exotic","Ka",0
"Clerodendrum_macrostegium","exotic","Ka",0
"Clethra_lanata","exotic","Ka",0
"Clidemia_hirta","exotic","Ka",0
"Clitoria_heterophylla","exotic","Ka",0
"Clusia_rosea","exotic","Ka",0
"Coccoloba_uvifera","exotic","Ka",0
"Coccothrinax_barbadensis","exotic","Ka",0
"Cocos_nucifera","exotic","Ka",1
"Coffea_arabica","exotic","Ka",1
"Coffea_liberica","exotic","Ka",0
"Colubrina_asiatica","native","Ka",0
"Colubrina_oppositifolia","native","Ka",0
"Conocarpus_erectus","exotic","Ka",0
"Coprosma_cymosa","native","Ka",0
"Coprosma_elliptica","native","Ka",0
"Coprosma_ernodeoides","native","Ka",0
"Coprosma_foliosa","native","Ka",0
"Coprosma_kauensis","native","Ka",0
"Coprosma_longifolia","native","Ka",0
"Coprosma_menziesii","native","Ka",0
"Coprosma_montana","native","Ka",0
"Coprosma_ochracea","native","Ka",0
"Coprosma_pubens","native","Ka",0
"Coprosma_rhynchocarpa","native","Ka",0
"Coprosma_ternata","native","Ka",0
"Coprosma_waimeae","native","Ka",0
"Cordia_alliodora","exotic","Ka",0
"Cordia_dichotoma","exotic","Ka",0
"Cordia_lutea","exotic","Ka",0
"Cordia_subcordata","native","Ka",0
"Cordyline_fruticosa","exotic","Ka",0
"Cornus_kousa","exotic","Ka",0
"Corymbia_calophylla","exotic","Ka",0
"Corymbia_citriodora","exotic","Ka",0
"Corymbia_ficifolia","exotic","Ka",0
"Corymbia_gummifera","exotic","Ka",0
"Corynocarpus_laevigatus","exotic","Ka",0
"Costus_dubius","exotic","Ka",0
"Costus_pulverulentus","exotic","Ka",0
"Costus_scaber","exotic","Ka",0
"Costus_woodsonii","exotic","Ka",0
"Cotoneaster_pannosus","exotic","Ka",0
"Crassula_ovata","exotic","Ka",0
"Crotalaria_berteroana","exotic","Ka",0
"Crotalaria_longirostrata","exotic","Ka",0
"Crotalaria_micans","exotic","Ka",0
"Croton_guatemalensis","exotic","Ka",0
"Cryptocarya_mannii","native","Ka",0
"Cryptostegia_grandiflora","exotic","Ka",0
"Cryptostegia_madagascariensis","exotic","Ka",0
"Cupaniopsis_anacardioides","exotic","Ka",0
"Cuphea_hyssopifolia","exotic","Ka",0
"Cuphea_ignea","exotic","Ka",0
"Cyanea_aculeatiflora","native","Ka",0
"Cyanea_angustifolia","native","Ka",0
"Cyanea_arborea","native","Ka",0
"Cyanea_asarifolia","native","Ka",0
"Cyanea_asplenifolia","native","Ka",0
"Cyanea_calycina","native","Ka",0
"Cyanea_comata","native","Ka",0
"Cyanea_copelandii","native","Ka",0
"Cyanea_coriacea","native","Ka",0
"Cyanea_cylindrocalyx","native","Ka",0
"Cyanea_dolichopoda","native","Ka",0
"Cyanea_dunbariae","native","Ka",0
"Cyanea_duvalliorum","native","Ka",0
"Cyanea_eleeleensis","native","Ka",0
"Cyanea_elliptica","native","Ka",0
"Cyanea_fissa","native","Ka",0
"Cyanea_floribunda","native","Ka",0
"Cyanea_giffardii","native","Ka",0
"Cyanea_glabra","native","Ka",0
"Cyanea_grimesiana","native","Ka",0
"Cyanea_habenata","native","Ka",0
"Cyanea_hamatiflora","native","Ka",0
"Cyanea_hardyi","native","Ka",0
"Cyanea_hirtella","native","Ka",0
"Cyanea_horrida","native","Ka",0
"Cyanea_humboldtiana","native","Ka",0
"Cyanea_kahiliensis","native","Ka",0
"Cyanea_kolekoleensis","native","Ka",0
"Cyanea_koolauensis","native","Ka",0
"Cyanea_kuhihewa","native","Ka",0
"Cyanea_lanceolata","native","Ka",0
"Cyanea_leptostegia","native","Ka",0
"Cyanea_linearifolia","native","Ka",0
"Cyanea_lobata","native","Ka",0
"Cyanea_longiflora","native","Ka",0
"Cyanea_longissima","native","Ka",0
"Cyanea_macrostegia","native","Ka",0
"Cyanea_magnicalyx","native","Ka",0
"Cyanea_mannii","native","Ka",0
"Cyanea_maritae","native","Ka",0
"Cyanea_marksii","native","Ka",0
"Cyanea_mauiensis","native","Ka",0
"Cyanea_mceldowneyi","native","Ka",0
"Cyanea_membranacea","native","Ka",0
"Cyanea_minutiflora","native","Ka",0
"Cyanea_munroi","native","Ka",0
"Cyanea_obtusa","native","Ka",0
"Cyanea_parvifolia","native","Ka",0
"Cyanea_pilosa","native","Ka",0
"Cyanea_pinnatifida","native","Ka",0
"Cyanea_platyphylla","native","Ka",0
"Cyanea_pohaku","native","Ka",0
"Cyanea_procera","native","Ka",0
"Cyanea_profuga","native","Ka",0
"Cyanea_pseudofauriei","native","Ka",0
"Cyanea_purpurellifolia","native","Ka",0
"Cyanea_pycnocarpa","native","Ka",0
"Cyanea_quercifolia","native","Ka",0
"Cyanea_recta","native","Ka",0
"Cyanea_remyi","native","Ka",0
"Cyanea_rivularis","native","Ka",0
"Cyanea_salicina","native","Ka",0
"Cyanea_scabra","native","Ka",0
"Cyanea_sessilifolia","native","Ka",0
"Cyanea_shipmanii","native","Ka",0
"Cyanea_solanacea","native","Ka",0
"Cyanea_solenocalyx","native","Ka",0
"Cyanea_spathulata","native","Ka",0
"Cyanea_stictophylla","native","Ka",0
"Cyanea_superba","native","Ka",0
"Cyanea_tritomantha","native","Ka",0
"Cyanea_truncata","native","Ka",0
"Cyanea_undulata","native","Ka",0
"Cyrtandra_biserrata","native","Ka",0
"Cyrtandra_calpidicarpa","native","Ka",0
"Cyrtandra_confertiflora","native","Ka",0
"Cyrtandra_cordifolia","native","Ka",0
"Cyrtandra_crenata","native","Ka",0
"Cyrtandra_cyaneoides","native","Ka",0
"Cyrtandra_dentata","native","Ka",0
"Cyrtandra_ferripilosa","native","Ka",0
"Cyrtandra_filipes","native","Ka",0
"Cyrtandra_garnotiana","native","Ka",0
"Cyrtandra_giffardii","native","Ka",0
"Cyrtandra_gracilis","native","Ka",0
"Cyrtandra_grandiflora","native","Ka",0
"Cyrtandra_grayana","native","Ka",0
"Cyrtandra_grayi","native","Ka",0
"Cyrtandra_halawensis","native","Ka",0
"Cyrtandra_hashimotoi","native","Ka",0
"Cyrtandra_hawaiensis","native","Ka",0
"Cyrtandra_heinrichii","native","Ka",0
"Cyrtandra_hematos","native","Ka",0
"Cyrtandra_kalihii","native","Ka",0
"Cyrtandra_kamoolaensis","native","Ka",0
"Cyrtandra_kauaiensis","native","Ka",0
"Cyrtandra_kaulantha","native","Ka",0
"Cyrtandra_kealiae","native","Ka",0
"Cyrtandra_kohalae","native","Ka",0
"Cyrtandra_laxiflora","native","Ka",0
"Cyrtandra_lessoniana","native","Ka",0
"Cyrtandra_longifolia","native","Ka",0
"Cyrtandra_lydgatei","native","Ka",0
"Cyrtandra_lysiosepala","native","Ka",0
"Cyrtandra_macraei","native","Ka",0
"Cyrtandra_macrocalyx","native","Ka",0
"Cyrtandra_menziesii","native","Ka",0
"Cyrtandra_munroi","native","Ka",0
"Cyrtandra_nanawaleensis","native","Ka",0
"Cyrtandra_oenobarba","native","Ka",0
"Cyrtandra_olona","native","Ka",0
"Cyrtandra_oxybapha","native","Ka",0
"Cyrtandra_paliku","native","Ka",0
"Cyrtandra_paludosa","native","Ka",0
"Cyrtandra_pickeringii","native","Ka",0
"Cyrtandra_platyphylla","native","Ka",0
"Cyrtandra_polyantha","native","Ka",0
"Cyrtandra_procera","native","Ka",0
"Cyrtandra_propinqua","native","Ka",0
"Cyrtandra_pruinosa","native","Ka",0
"Cyrtandra_rivularis","native","Ka",0
"Cyrtandra_sandwicensis","native","Ka",0
"Cyrtandra_sessilis","native","Ka",0
"Cyrtandra_spathulata","native","Ka",0
"Cyrtandra_subumbellata","native","Ka",0
"Cyrtandra_tintinnabula","native","Ka",0
"Cyrtandra_viridiflora","native","Ka",0
"Cyrtandra_wagneri","native","Ka",0
"Cyrtandra_waianaeensis","native","Ka",0
"Cyrtandra_waiolani","native","Ka",0
"Cyrtandra_wawrae","native","Ka",0
"Cytisus_proliferus","exotic","Ka",0
"Cytisus_scoparius","exotic","Ka",0
"Delissea_argutidentata","native","Ka",0
"Delissea_fallax","native","Ka",0
"Delissea_fauriei","native","Ka",0
"Delissea_kauaiensis","native","Ka",0
"Delissea_laciniata","native","Ka",0
"Delissea_lanaiensis","native","Ka",0
"Delissea_lauliiana","native","Ka",0
"Delissea_niihauensis","native","Ka",0
"Delissea_parviflora","native","Ka",0
"Delissea_rhytidosperma","native","Ka",0
"Delissea_sinuata","native","Ka",0
"Delissea_subcordata","native","Ka",0
"Delissea_takeuchii","native","Ka",0
"Delissea_undulata","native","Ka",0
"Delissea_waianaeensis","native","Ka",0
"Desmodium_barbatum","exotic","Ka",0
"Desmodium_cajanifolium","exotic","Ka",0
"Desmodium_incanum","exotic","Ka",0
"Desmodium_sandwicense","exotic","Ka",1
"Dillenia_suffruticosa","exotic","Ka",0
"Dioclea_wilsonii","exotic","Ka",0
"Diospyros_hillebrandii","native","Ka",0
"Diospyros_sandwicensis","native","Ka",0
"Dodonaea_viscosa","native","Ka",1
"Dolichandra_unguis-cati","exotic","Ka",0
"Dovyalis_hebecarpa","exotic","Ka",0
"Dracaena_aurea","native","Ka",0
"Dracaena_fernaldii","native","Ka",0
"Dracaena_forbesii","native","Ka",0
"Dracaena_halaapepe","native","Ka",0
"Dracaena_konaensis","native","Ka",0
"Dracaena_rockii","native","Ka",0
"Dubautia_arborea","native","Ka",0
"Dubautia_carrii","native","Ka",0
"Dubautia_ciliolata","native","Ka",0
"Dubautia_hanaulaensis","native","Ka",0
"Dubautia_imbricata","native","Ka",0
"Dubautia_kalalauensis","native","Ka",0
"Dubautia_kenwoodii","native","Ka",0
"Dubautia_knudsenii","native","Ka",0
"Dubautia_laevigata","native","Ka",0
"Dubautia_latifolia","native","Ka",0
"Dubautia_laxa","native","Ka",0
"Dubautia_linearis","native","Ka",0
"Dubautia_menziesii","native","Ka",0
"Dubautia_microcephala","native","Ka",0
"Dubautia_paleata","native","Ka",0
"Dubautia_pauciflorula","native","Ka",0
"Dubautia_plantaginea","native","Ka",0
"Dubautia_platyphylla","native","Ka",0
"Dubautia_reticulata","native","Ka",0
"Dubautia_scabra","native","Ka",0
"Dubautia_sherffiana","native","Ka",0
"Dubautia_syndetica","native","Ka",0
"Dubautia_waialealae","native","Ka",0
"Dubautia_waianapanapaensis","native","Ka",0
"Duranta_erecta","exotic","Ka",0
"Ehretia_microphylla","exotic","Ka",0
"Elaeagnus_umbellata","exotic","Ka",0
"Elaeocarpus_angustifolius","exotic","Ka",0
"Elaeocarpus_bifidus","native","Ka",0
"Embelia_pacifica","native","Ka",0
"Encelia_farinosa","exotic","Ka",0
"Enchylaena_tomentosa","exotic","Ka",0
"Entada_phaseoloides","native","Ka",0
"Enterolobium_cyclocarpum","exotic","Ka",0
"Epipremnum_pinnatum","exotic","Ka",0
"Erica_lusitanica","exotic","Ka",0
"Eriobotrya_japonica","exotic","Ka",0
"Erythrina_poeppigiana","exotic","Ka",0
"Erythrina_sandwicensis","native","Ka",0
"Escallonia_rubra","exotic","Ka",0
"Eucalyptus_albens","exotic","Ka",0
"Eucalyptus_amygdalina","exotic","Ka",0
"Eucalyptus_botryoides","exotic","Ka",0
"Eucalyptus_bridgesiana","exotic","Ka",0
"Eucalyptus_camaldulensis","exotic","Ka",0
"Eucalyptus_cinerea","exotic","Ka",0
"Eucalyptus_cladocalyx","exotic","Ka",0
"Eucalyptus_cornuta","exotic","Ka",0
"Eucalyptus_crebra","exotic","Ka",0
"Eucalyptus_deanei","exotic","Ka",0
"Eucalyptus_deglupta","exotic","Ka",0
"Eucalyptus_globulus","exotic","Ka",0
"Eucalyptus_gomphocephala","exotic","Ka",0
"Eucalyptus_goniocalyx","exotic","Ka",0
"Eucalyptus_marginata","exotic","Ka",0
"Eucalyptus_microcorys","exotic","Ka",0
"Eucalyptus_paniculata","exotic","Ka",0
"Eucalyptus_pilularis","exotic","Ka",0
"Eucalyptus_punctata","exotic","Ka",0
"Eucalyptus_raveretiana","exotic","Ka",0
"Eucalyptus_resinifera","exotic","Ka",0
"Eucalyptus_robusta","exotic","Ka",0
"Eucalyptus_rudis","exotic","Ka",0
"Eucalyptus_saligna","exotic","Ka",0
"Eucalyptus_sideroxylon","exotic","Ka",0
"Eucalyptus_tereticornis","exotic","Ka",0
"Eucalyptus_viminalis","exotic","Ka",0
"Eugenia_brasiliensis","exotic","Ka",0
"Eugenia_koolauensis","native","Ka",0
"Eugenia_reinwardtiana","native","Ka",0
"Eugenia_uniflora","exotic","Ka",0
"Euphorbia_arnottiana","native","Ka",0
"Euphorbia_atrococca","native","Ka",0
"Euphorbia_celastroides","native","Ka",1
"Euphorbia_clusiifolia","native","Ka",0
"Euphorbia_degeneri","native","Ka",0
"Euphorbia_deppeana","native","Ka",0
"Euphorbia_eleanoriae","native","Ka",0
"Euphorbia_haeleeleana","native","Ka",0
"Euphorbia_halemanui","native","Ka",0
"Euphorbia_herbstii","native","Ka",0
"Euphorbia_kuwaleana","native","Ka",0
"Euphorbia_lactea","exotic","Ka",0
"Euphorbia_leucocephala","exotic","Ka",0
"Euphorbia_multiformis","native","Ka",0
"Euphorbia_olowaluana","native","Ka",0
"Euphorbia_remyi","native","Ka",0
"Euphorbia_rockii","native","Ka",0
"Euphorbia_skottsbergii","native","Ka",1
"Euphorbia_sparsiflora","native","Ka",0
"Euphorbia_tirucalli","exotic","Ka",0
"Euphorbia_tithymaloides","exotic","Ka",0
"Eurya_sandwichensis","native","Ka",0
"Exocarpos_gaudichaudii","native","Ka",1
"Exocarpos_luteolus","native","Ka",0
"Exocarpos_menziesii","native","Ka",0
"Ficus_macrophylla","exotic","Ka",0
"Ficus_microcarpa","exotic","Ka",1
"Ficus_nota","exotic","Ka",0
"Ficus_platypoda","exotic","Ka",0
"Ficus_rubiginosa","exotic","Ka",0
"Filicium_decipiens","exotic","Ka",0
"Fitchia_speciosa","exotic","Ka",0
"Flacourtia_indica","exotic","Ka",0
"Flemingia_macrophylla","exotic","Ka",0
"Flemingia_strobilifera","exotic","Ka",0
"Flindersia_brayleyana","exotic","Ka",0
"Flueggea_neowawraea","native","Ka",0
"Flueggea_virosa","exotic","Ka",0
"Frangula_californica","exotic","Ka",0
"Fraxinus_griffithii","exotic","Ka",0
"Fraxinus_uhdei","exotic","Ka",0
"Freycinetia_arborea","native","Ka",0
"Fuchsia_boliviana","exotic","Ka",0
"Fuchsia_magellanica","exotic","Ka",0
"Fuchsia_paniculata","exotic","Ka",0
"Gardenia_brighamii","native","Ka",0
"Gardenia_mannii","native","Ka",0
"Gardenia_remyi","native","Ka",0
"Geranium_arboreum","native","Ka",0
"Geranium_cuneatum","native","Ka",0
"Geranium_hanaense","native","Ka",0
"Geranium_hillebrandii","native","Ka",0
"Geranium_kauaiense","native","Ka",0
"Gliricidia_sepium","exotic","Ka",0
"Gossypium_barbadense","exotic","Ka",0
"Gossypium_hirsutum","exotic","Ka",1
"Gouania_hillebrandii","native","Ka",1
"Gouania_meyenii","native","Ka",0
"Gouania_vitifolia","native","Ka",0
"Grevillea_banksii","exotic","Ka",0
"Grevillea_robusta","exotic","Ka",1
"Grewia_micrantha","exotic","Ka",0
"Guaiacum_officinale","exotic","Ka",0
"Haematoxylum_campechianum","exotic","Ka",0
"Harrisia_bonplandii","exotic","Ka",0
"Harrisia_martinii","exotic","Ka",0
"Hedera_helix","exotic","Ka",0
"Heliocarpus_popayanensis","exotic","Ka",0
"Heliotropium_anomalum","native","Ka",0
"Heritiera_littoralis","exotic","Ka",0
"Hesperomannia_arborescens","native","Ka",0
"Hesperomannia_arbuscula","native","Ka",0
"Hesperomannia_lydgatei","native","Ka",0
"Heterocentron_subtriplinervium","exotic","Ka",0
"Heteromeles_arbutifolia","exotic","Ka",0
"Hibiscadelphus_bombycinus","native","Ka",0
"Hibiscadelphus_crucibracteatus","native","Ka",0
"Hibiscadelphus_distans","native","Ka",0
"Hibiscadelphus_giffardianus","native","Ka",0
"Hibiscadelphus_hualalaiensis","native","Ka",0
"Hibiscadelphus_wilderianus","native","Ka",0
"Hibiscadelphus_woodii","native","Ka",0
"Hibiscus_arnottianus","native","Ka",0
"Hibiscus_brackenridgei","native","Ka",0
"Hibiscus_clayi","native","Ka",0
"Hibiscus_kokio","native","Ka",0
"Hibiscus_macrophyllus","exotic","Ka",0
"Hibiscus_micranthus","exotic","Ka",0
"Hibiscus_mutabilis","exotic","Ka",0
"Hibiscus_waimeae","native","Ka",0
"Hiptage_benghalensis","exotic","Ka",0
"Homalanthus_populifolius","exotic","Ka",0
"Homalanthus_populneus","exotic","Ka",0
"Hoya_australis","exotic","Ka",0
"Hydrocotyle_bowlesioides","exotic","Ka",0
"Hydrocotyle_sibthorpioides","exotic","Ka",0
"Hydrocotyle_verticillata","exotic","Ka",0
"Hylocereus_costaricensis","exotic","Ka",0
"Hylocereus_undatus","exotic","Ka",1
"Hypericum_canariense","exotic","Ka",0
"Ilex_anomala","native","Ka",0
"Ilex_aquifolium","exotic","Ka",0
"Ilex_cassine","exotic","Ka",0
"Ilex_paraguariensis","exotic","Ka",0
"Inga_sertulifera","exotic","Ka",0
"Ipomoea_carnea","exotic","Ka",0
"Isodendrion_hosakae","native","Ka",0
"Isodendrion_laurifolium","native","Ka",0
"Isodendrion_longifolium","native","Ka",0
"Isodendrion_pyrifolium","native","Ka",0
"Jacaranda_mimosifolia","exotic","Ka",0
"Jasminum_fluminense","exotic","Ka",0
"Jasminum_multiflorum","exotic","Ka",0
"Jatropha_curcas","exotic","Ka",0
"Jatropha_gossypiifolia","exotic","Ka",0
"Jatropha_multifida","exotic","Ka",0
"Jatropha_podagrica","exotic","Ka",0
"Justicia_carnea","exotic","Ka",0
"Justicia_spicigera","exotic","Ka",0
"Kadua_acuminata","native","Ka",0
"Kadua_affinis","native","Ka",0
"Kadua_axillaris","native","Ka",0
"Kadua_centranthoides","native","Ka",0
"Kadua_cookiana","native","Ka",0
"Kadua_cordata","native","Ka",0
"Kadua_coriacea","native","Ka",0
"Kadua_degeneri","native","Ka",0
"Kadua_elatior","native","Ka",0
"Kadua_fluviatilis","native","Ka",0
"Kadua_flynnii","native","Ka",0
"Kadua_foggiana","native","Ka",0
"Kadua_foliosa","native","Ka",0
"Kadua_formosa","native","Ka",0
"Kadua_fosbergii","native","Ka",0
"Kadua_haupuensis","native","Ka",0
"Kadua_knudsenii","native","Ka",0
"Kadua_laxiflora","native","Ka",0
"Kadua_parvula","native","Ka",0
"Kadua_tryblium","native","Ka",0
"Kanaloa_kahoolawensis","native","Ka",0
"Keysseria_maviensis","native","Ka",0
"Khaya_nyasica","exotic","Ka",0
"Koelreuteria_elegans","exotic","Ka",0
"Kokia_cookei","native","Ka",0
"Kokia_drynarioides","native","Ka",0
"Kokia_kauaiensis","native","Ka",0
"Kokia_lanceolata","native","Ka",0
"Korthalsella_cylindrica","native","Ka",0
"Korthalsella_remyana","native","Ka",0
"Korthalsella_taenioides","native","Ka",0
"Labordia_cyrtandrae","native","Ka",0
"Labordia_degeneri","native","Ka",0
"Labordia_fagraeoidea","native","Ka",0
"Labordia_hedyosmifolia","native","Ka",0
"Labordia_helleri","native","Ka",0
"Labordia_hirtella","native","Ka",0
"Labordia_hosakana","native","Ka",0
"Labordia_kaalae","native","Ka",0
"Labordia_lorenceana","native","Ka",0
"Labordia_lydgatei","native","Ka",0
"Labordia_pumila","native","Ka",0
"Labordia_tinifolia","native","Ka",0
